地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125851567.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125229075.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125033530.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101123371950.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125917637.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
西罗园四区,1室1厅,40.95,南,精装,高楼层(共6层),板楼,186.0,45422,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124041350.html
三里屯北小街,2室1厅,62.56,南,简装,顶层(共18层),1985年,468.0,74809,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123937401.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
永居胡同,4室1厅,89.38,东 南 西,精装,顶层(共6层),1985年,568.0,63549,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125379441.html
裕龙三区,2室1厅,88.55,南,简装,低楼层(共18层),2009年,310.0,35009,2, 17天以前发布,https://bj.lianjia.com/ershoufang/101120129017.html
光明西里,2室1厅,58.25,南 北,精装,低楼层(共3层),板楼,536.0,92018,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124801623.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101125305223.html
北环里小区,3室1厅,71.18,南 北,简装,底层(共5层),1984年,203.88,28643,8, 31天以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
龙聚山庄,4室2厅,199.31,南 北,精装,3层,板楼,199.0,9985,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
甜水园北里,2室1厅,68.7,南 北,简装,中楼层(共12层),1995年,343.0,49928,48, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
首开康乃馨城,1室1厅,76.33,南,精装,低楼层(共9层),2012年,215.0,28168,3, 19天以前发布,https://bj.lianjia.com/ershoufang/101124440369.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125934419.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
兴隆家园,2室1厅,90.04,西南,简装,24层,塔楼,475.0,52755,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
天通苑北二区,2室1厅,113.72,南 北,简装,高楼层(共17层),2004年,389.0,34207,29, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124433747.html
中国铁建原香漫谷二区,3室1厅,92.83,南 北 西,精装,中楼层(共20层),2015年,170.0,18314,8, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 27天以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125722465.html
三家店新建路,2室1厅,65.85,南 北,简装,底层(共6层),板楼,119.0,18072,15, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125335955.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
海户西里31号院,2室1厅,52.57,南 北,精装,中楼层(共6层),板楼,249.0,47366,37, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125022003.html
王皮胡同,1室0厅,16.6,南,精装,底层(共1层),平房,230.0,138555,7, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125849375.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121079918.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101123221922.html
金泰先锋北区,2室1厅,91.35,南,精装,18层,2008年,725.0,79366,6, 31天以前发布,https://bj.lianjia.com/ershoufang/101125110685.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
义宾南区,2室1厅,62.47,东 西,精装,高楼层(共6层),1988年,153.0,24492,17, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126218217.html
大有北里,4室2厅,125.8,南 北,精装,顶层(共6层),板楼,1450.0,115263,21, 8个月以前发布,https://bj.lianjia.com/ershoufang/101126214107.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101123949100.html
八宝山南路29号院,1室1厅,59.08,南 北,精装,中楼层(共6层),1998年,215.0,36392,1, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126251921.html
北京邮电大学家属院,2室1厅,50.1,南,精装,5层,板楼,369.0,73653,54, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126037800.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125978573.html
金星园,2室1厅,98.66,西南 西,简装,高楼层(共21层),塔楼,1030.0,104399,11, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124575880.html
长馨园,2室1厅,71.71,南 北,简装,中楼层(共15层),2013年,199.0,27751,23, 9个月以前发布,https://bj.lianjia.com/ershoufang/101125888287.html
天堂河北区,2室1厅,70.61,南 北,精装,中楼层(共5层),板楼,176.0,24926,4, 27天以前发布,https://bj.lianjia.com/ershoufang/101124277302.html
金汉绿港四区,3室2厅,168.58,南 北,简装,中楼层(共20层),2010年,510.0,30253,13, 23天以前发布,https://bj.lianjia.com/ershoufang/101126044008.html
米兰花园,2室1厅,97.4,东 西,简装,6层,2004年,260.0,26695,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124190926.html
万科紫苑,3室1厅,156.11,南 北,精装,高楼层(共15层),2009年,1150.0,73667,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101124234493.html
通惠家园,2室1厅,75.65,南,简装,28层,2001年,399.0,52743,23, 18天以前发布,https://bj.lianjia.com/ershoufang/101123841925.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101121096582.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126263646.html
丽水嘉园,3室1厅,157.08,东南 北,简装,中楼层(共29层),2001年,1118.0,71174,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
悦君家园,2室1厅,75.18,南 西,精装,16层,板楼,225.0,29929,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122923132.html
西井小区二区,2室1厅,49.53,南 北,简装,顶层(共5层),1982年,156.0,31497,49, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122809222.html
西钓鱼台嘉园,3室2厅,130.84,南,精装,高楼层(共17层),板塔结合,1599.0,122211,37, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124605200.html
新明胡同,1室1厅,50.2,南,精装,顶层(共14层),板楼,630.0,125499,12, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125939764.html
管庄西里,2室1厅,64.95,南 北,精装,中楼层(共6层),板楼,315.0,48499,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122199380.html
珠光逸景二期,2室1厅,74.38,南 北,简装,底层(共6层),2013年,228.0,30654,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123502639.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125737681.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
怡然世家,1室1厅,51.86,南,简装,28层,2013年,175.0,33745,3, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123525762.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
芳园南里,2室1厅,53.97,南 北,简装,底层(共6层),1986年,259.0,47990,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
长阳半岛2号院,2室1厅,87.65,南 北,精装,低楼层(共28层),2012年,295.0,33657,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
康泽佳苑北区,2室1厅,78.29,南,简装,高楼层(共30层),2015年,229.0,29251,26, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
加州水郡三期,1室1厅,58.66,南,精装,中楼层(共15层),2009年,139.0,23696,27, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
金家村1号院,3室1厅,86.46,南 北,简装,顶层(共6层),板楼,380.0,43951,64, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
首创紫悦台,2室1厅,75.15,南 北,精装,低楼层(共24层),2017年,218.0,29009,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124454262.html
龙华园,2室1厅,71.91,南 北,精装,6层,板楼,325.0,45196,87, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125648218.html
通惠家园,2室1厅,85.01,东南,精装,22层,塔楼,470.0,55288,41, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122971758.html
华严北里小区,1室1厅,44.93,南,简装,顶层(共6层),板楼,248.0,55197,32, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
天通苑中苑,3室1厅,146.53,南 北,精装,中楼层(共11层),板楼,678.0,46271,59, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124830696.html
永乐西区,2室1厅,60.52,南,简装,中楼层(共6层),1988年,228.0,37674,44, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123554692.html
世界名园北区,3室2厅,140.01,南 北,精装,中楼层(共10层),2011年,177.0,12642,5, 31天以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121660266.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125864018.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125858441.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123026836.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101123237246.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124573368.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125202073.html
建新北区,2室1厅,52.53,南,简装,5层,板楼,249.0,47402,0, 14天以前发布,https://bj.lianjia.com/ershoufang/101125786137.html
泰河园一里一区,1室1厅,62.72,南 北,简装,中楼层(共11层),板楼,300.0,47832,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125683470.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125611247.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122365144.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123442697.html
城建上河湾北区,3室1厅,82.89,南 北,精装,中楼层(共14层),板塔结合,152.0,18338,2, 1个月以前发布,https://bj.lianjia.com/ershoufang/101119775963.html
三不老胡同,1室0厅,13.79,东,简装,底层(共1层),暂无数据,238.0,172589,8, 19天以前发布,https://bj.lianjia.com/ershoufang/101124571693.html
万科城市花园,3室2厅,108.3,南 北,简装,底层(共5层),板楼,430.0,39705,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
金家村1号院,2室1厅,56.04,南 北,精装,低楼层(共6层),板楼,299.0,53355,24, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124906544.html
领秀慧谷D2区,2室2厅,98.52,东 南 北,简装,低楼层(共13层),板楼,595.0,60394,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101123690927.html
双桥六号井,2室1厅,59.59,南 北,精装,高楼层(共6层),板楼,190.0,31885,52, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123390851.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124748544.html
京投银泰万科西华府,3室2厅,138.95,南 北,精装,低楼层(共20层),板楼,860.0,61893,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125749797.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123427396.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126117653.html
北京新天地三期,1室1厅,68.86,东北,简装,低楼层(共28层),2009年,290.0,42115,13, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124419785.html
东斜街小区,2室1厅,61.71,南 北,其他,中楼层(共5层),塔楼,108.0,17502,2, 31天以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
安慧里一区,2室1厅,79.03,南 北 西,精装,低楼层(共18层),1991年,505.0,63900,99, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125803028.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126117566.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
惠泽家园,2室1厅,84.54,南 北,简装,中楼层(共6层),板楼,198.0,23421,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
中海枫涟山庄,3室2厅,122.18,南 北,简装,中楼层(共6层),板楼,1120.0,91669,48, 10个月以前发布,https://bj.lianjia.com/ershoufang/101124840141.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
慧忠北里第二社区,2室1厅,70.96,南,简装,中楼层(共16层),板楼,441.0,62148,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125128402.html
新光大中心,1室1厅,57.67,北,精装,低楼层(共41层),塔楼,135.0,23410,11, 24天以前发布,https://bj.lianjia.com/ershoufang/101126126070.html
公园1872,2室1厅,121.95,南,精装,中楼层(共32层),2010年,1080.0,88561,29, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125314080.html
阳光邑上,2室1厅,85.62,南 北,简装,顶层(共6层),2011年,298.0,34805,3, 13天以前发布,https://bj.lianjia.com/ershoufang/101124964955.html
