地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
车公庄北里,2室1厅,61.09,北 南,简装,地下室(共6层),1995年,399.0,65314,43, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125555963.html
北京城建上悦居东区,2室1厅,76.79,南,精装,低楼层(共21层),2018年,270.0,35161,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125364990.html
京艺天朗,2室1厅,59.47,东 北,精装,高楼层(共12层),2004年,228.0,38339,7, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124534228.html
亮甲店小区,2室1厅,58.5,南 北,简装,顶层(共7层),1998年,378.0,64616,20, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122406622.html
永乐东区,2室1厅,54.46,东,简装,中楼层(共6层),1980年,206.0,37826,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122879048.html
旭辉御锦,3室2厅,168.51,南 北,毛坯,高楼层(共6层),2014年,560.0,33233,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125506313.html
蓝天花园,2室1厅,90.68,南 北,简装,低楼层(共6层),板楼,125.0,13785,12, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126002675.html
阳光星苑北区,3室1厅,84.54,南,精装,高楼层(共16层),2014年,355.0,41992,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123437907.html
慧忠北里,3室1厅,205.73,东南,精装,中楼层(共24层),塔楼,1098.0,53371,67, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122635525.html
宜兰园三区,1室1厅,68.94,南 北,简装,中楼层(共15层),2011年,263.0,38150,24, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123187010.html
东滨河路2号院,2室1厅,83.24,南 北,简装,低楼层(共16层),1997年,485.0,58266,15, 21天以前发布,https://bj.lianjia.com/ershoufang/101125993607.html
宣武门西大街南区,2室1厅,50.65,南,精装,底层(共12层),板楼,466.0,92004,31, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125158035.html
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125039549.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123931333.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123909355.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124167802.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
京艺天朗雅园,2室1厅,89.3,南 北,精装,中楼层(共6层),板楼,355.0,39754,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101124801623.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125998141.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101124808740.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
帅府园,2室1厅,62.51,南 北,简装,高楼层(共6层),板楼,306.0,48953,2, 25天以前发布,https://bj.lianjia.com/ershoufang/101125864914.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125302343.html
永旭嘉园,2室1厅,89.5,南 北,简装,低楼层(共16层),2015年,268.0,29945,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
育新花园北里,2室2厅,85.0,南 北,精装,18层,板楼,139.0,16353,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126087422.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125934419.html
澳洲康都,2室1厅,86.8,南 东,精装,低楼层(共28层),2006年,696.0,80185,71, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101125858989.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125943030.html
北花园小区3号院,1室0厅,51.61,南,精装,中楼层(共28层),2011年,173.0,33521,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
住欣家园,1室1厅,49.56,西,简装,低楼层(共28层),2010年,168.0,33899,15, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125792381.html
世纪金色嘉园,1室1厅,29.74,西,简装,28层,2003年,160.0,53800,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
颐源居小区,1室1厅,49.66,西南,精装,高楼层(共28层),1999年,486.0,97866,10, 23天以前发布,https://bj.lianjia.com/ershoufang/101125966897.html
静源居,2室1厅,107.14,西,精装,低楼层(共23层),2002年,950.0,88670,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123554692.html
海华堂,2室1厅,87.55,西南 东北,简装,高楼层(共33层),塔楼,480.0,54826,21, 5个月以前发布,https://bj.lianjia.com/ershoufang/101121784853.html
金隅丽景园,2室1厅,68.96,东,简装,28层,2009年,220.0,31903,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124118850.html
芳群园二区,2室1厅,58.65,南 北,简装,顶层(共5层),板楼,310.0,52856,11, 9个月以前发布,https://bj.lianjia.com/ershoufang/101124821099.html
北京邮电大学家属院,2室1厅,50.1,南,精装,5层,板楼,369.0,73653,54, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
华威西里,2室1厅,60.3,南 北,简装,低楼层(共6层),1984年,240.0,39801,174, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101126087422.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125527774.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123008378.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
王皮胡同,1室0厅,16.6,南,精装,底层(共1层),平房,230.0,138555,7, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125061976.html
青荷里宸欣园,2室1厅,80.19,南,毛坯,低楼层(共29层),2021年,263.0,32798,8, 16天以前发布,https://bj.lianjia.com/ershoufang/101123881218.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123920607.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101125943030.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
澳洲康都,2室1厅,86.8,南 东,精装,低楼层(共28层),2006年,696.0,80185,71, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101125849375.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121079918.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123221922.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125110685.html
金泰先锋北区,2室1厅,91.35,南,精装,18层,2008年,725.0,79366,6, 31天以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101124884836.html
义宾南区,2室1厅,62.47,东 西,精装,高楼层(共6层),1988年,153.0,24492,17, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126105884.html
大有北里,4室2厅,125.8,南 北,精装,顶层(共6层),板楼,1450.0,115263,21, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125998141.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101122254163.html
八宝山南路29号院,1室1厅,59.08,南 北,精装,中楼层(共6层),1998年,215.0,36392,1, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125307021.html
金星园,2室1厅,98.66,西南 西,简装,高楼层(共21层),塔楼,1030.0,104399,11, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124575880.html
玉泉路西街2号院,2室1厅,54.6,东 西,精装,中楼层(共6层),1986年,232.0,42491,47, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123782440.html
今日家园,2室1厅,100.85,西,精装,低楼层(共24层),2001年,649.0,64353,49, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
海华堂,2室1厅,87.55,西南 东北,简装,高楼层(共33层),塔楼,480.0,54826,21, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125966897.html
逸成东苑,2室1厅,75.19,东南,精装,22层,2003年,696.0,92566,33, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125978573.html
四季怡园北区,2室1厅,69.53,东 南 北,精装,中楼层(共20层),2018年,256.0,36819,2, 17天以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
颐源居小区,1室1厅,49.66,西南,精装,高楼层(共28层),1999年,486.0,97866,10, 23天以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
静源居,2室1厅,107.14,西,精装,低楼层(共23层),2002年,950.0,88670,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
海运仓小区,1室1厅,47.95,南,精装,中楼层(共7层),板楼,515.0,107404,11, 22天以前发布,https://bj.lianjia.com/ershoufang/101125683470.html
金隅丽景园,2室1厅,68.96,东,简装,28层,2009年,220.0,31903,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
海淀路小区,2室1厅,43.9,东,精装,5层,板楼,380.0,86561,37, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
万科城市花园,3室2厅,108.3,南 北,简装,底层(共5层),板楼,430.0,39705,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126099201.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125428490.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
期颐百年,3室1厅,66.26,南,精装,顶层(共9层),2010年,290.0,43767,90, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126088575.html
农光里,1室1厅,48.05,南,简装,高楼层(共24层),1996年,269.0,55984,23, 11个月以前发布,https://bj.lianjia.com/ershoufang/101124573368.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
首开熙悦山熹园1号院,2室1厅,88.04,南 北,简装,中楼层(共20层),2013年,279.0,31691,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125786137.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125436117.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124605200.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101126076556.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123841925.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125858441.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125820618.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
慈云寺,2室1厅,59.99,南 北,简装,中楼层(共14层),1983年,267.0,44508,55, 一年前发布,https://bj.lianjia.com/ershoufang/101120515255.html
南海雅苑南区,2室1厅,75.88,东,精装,高楼层(共16层),2015年,205.0,27017,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
中海紫御公馆,2室1厅,61.63,西北,精装,中楼层(共22层),板塔结合,619.0,100439,55, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125277765.html
通惠家园,2室1厅,85.01,东南,精装,22层,塔楼,470.0,55288,41, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
华严北里小区,1室1厅,44.93,南,简装,顶层(共6层),板楼,248.0,55197,32, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
靛厂锦园,2室1厅,86.67,南 北,精装,低楼层(共9层),板楼,399.0,46037,44, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124880950.html
天伦锦城,1室2厅,57.91,南 北,精装,低楼层(共10层),2006年,225.0,38854,21, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123937401.html
首开香溪郡,3室3厅,161.84,南 北,精装,底层(共8层),2016年,459.0,28362,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
华威西里,1室1厅,52.28,南,简装,顶层(共6层),板楼,215.0,41125,31, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126074146.html
劲松九区,1室1厅,44.32,南,精装,中楼层(共16层),1986年,216.0,48737,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125154475.html
望都家园,2室2厅,123.48,南 北,精装,7层,板楼,319.0,25835,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
三里屯北小街,2室1厅,62.56,南,简装,顶层(共18层),1985年,468.0,74809,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125737681.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125750040.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
农光里,1室1厅,48.05,南,简装,高楼层(共24层),1996年,269.0,55984,23, 11个月以前发布,https://bj.lianjia.com/ershoufang/101120755938.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124263303.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126088575.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101123798887.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124190926.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101124417534.html
首开熙悦山熹园1号院,2室1厅,88.04,南 北,简装,中楼层(共20层),2013年,279.0,31691,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123914242.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124331167.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121620329.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123102756.html
卢沟桥北里,2室1厅,50.6,南 北,简装,中楼层(共5层),板楼,178.0,35178,2, 14天以前发布,https://bj.lianjia.com/ershoufang/101123873119.html
建材城东二里,3室1厅,83.01,东南 北,精装,中楼层(共22层),2005年,405.0,48790,89, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121660266.html
天通苑东二区,3室1厅,146.08,西南,简装,高楼层(共7层),2001年,329.0,22522,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
临镜苑,4室2厅,156.91,西南,精装,高楼层(共16层),2008年,497.0,31675,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125217705.html
芳园南里,2室1厅,53.97,南 北,简装,底层(共6层),1986年,259.0,47990,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121096582.html
百荣嘉园,3室1厅,79.86,东南 北,精装,底层(共21层),板塔结合,499.0,62485,16, 15天以前发布,https://bj.lianjia.com/ershoufang/101123195969.html
新明胡同,1室1厅,50.2,南,精装,顶层(共14层),板楼,630.0,125499,12, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
西井小区二区,2室1厅,49.53,南 北,简装,顶层(共5层),1982年,156.0,31497,49, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120871829.html
西钓鱼台嘉园,3室2厅,130.84,南,精装,高楼层(共17层),板塔结合,1599.0,122211,37, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125694921.html
金汉绿港四区,3室2厅,168.58,南 北,简装,中楼层(共20层),2010年,510.0,30253,13, 23天以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101124081069.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101124906544.html
上地南路6号院,2室1厅,87.94,南 北,简装,底层(共7层),1998年,660.0,75052,69, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
汇园公寓,2室2厅,107.92,南 北,精装,低楼层(共15层),1990年,770.0,71350,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123690927.html
北京风景65号院,3室1厅,104.29,南 北,精装,高楼层(共6层),板楼,416.0,39889,6, 11天以前发布,https://bj.lianjia.com/ershoufang/101125347519.html
天赐良园东三期A区,2室1厅,89.8,南 北,简装,顶层(共6层),板楼,308.0,34299,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101119775963.html
建欣苑六里,3室1厅,112.43,南 北,精装,高楼层(共6层),2007年,610.0,54256,4, 16天以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
天通西苑三区,3室2厅,173.58,南 北,简装,中楼层(共13层),2003年,515.0,29670,21, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125803028.html
北京新天地一期,2室1厅,96.21,南,精装,高楼层(共28层),板塔结合,495.0,51450,2, 16天以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
北京风景65号院,3室1厅,104.29,南 北,精装,高楼层(共6层),板楼,416.0,39889,6, 11天以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
蜂鸟家园,1室0厅,51.68,北,精装,顶层(共14层),2004年,598.0,115713,4, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126117566.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124840141.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
惠泽家园,2室1厅,84.54,南 北,简装,中楼层(共6层),板楼,198.0,23421,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
