地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
瑞雪春堂,2室1厅,83.87,南 北,简装,高楼层(共15层),2009年,210.0,25039,26, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123187010.html
如意园,2室1厅,68.85,南 北,毛坯,中楼层(共6层),板楼,265.0,38490,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122879048.html
龙禧苑一区,2室1厅,94.18,南 北,简装,中楼层(共6层),板楼,399.0,42366,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
白家庄北里,2室1厅,57.6,东,简装,低楼层(共13层),1984年,480.0,83334,8, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
首创悦都汇,2室1厅,74.69,南,精装,低楼层(共8层),2016年,159.0,21288,20, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
车公庄北里,2室1厅,61.09,北 南,简装,地下室(共6层),1995年,399.0,65314,43, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123842872.html
石佛营西里小区,1室1厅,46.87,南 北,精装,6层,板楼,230.0,49072,11, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124912318.html
上奥世纪中心,2室1厅,93.43,南 北,精装,底层(共11层),板楼,400.0,42813,19, 5个月以前发布,https://bj.lianjia.com/ershoufang/101120723882.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
西罗园四区,1室1厅,40.95,南,精装,高楼层(共6层),板楼,186.0,45422,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125840503.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101123318209.html
帅府园,2室1厅,62.51,南 北,简装,高楼层(共6层),板楼,306.0,48953,2, 25天以前发布,https://bj.lianjia.com/ershoufang/101125864914.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125302343.html
永旭嘉园,2室1厅,89.5,南 北,简装,低楼层(共16层),2015年,268.0,29945,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
育新花园北里,2室2厅,85.0,南 北,精装,18层,板楼,139.0,16353,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126087422.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125934419.html
澳洲康都,2室1厅,86.8,南 东,精装,低楼层(共28层),2006年,696.0,80185,71, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101125858989.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125943030.html
北花园小区3号院,1室0厅,51.61,南,精装,中楼层(共28层),2011年,173.0,33521,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
住欣家园,1室1厅,49.56,西,简装,低楼层(共28层),2010年,168.0,33899,15, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125792381.html
世纪金色嘉园,1室1厅,29.74,西,简装,28层,2003年,160.0,53800,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
周庄子家园,2室1厅,79.17,南,精装,中楼层(共28层),板楼,540.0,68208,38, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
兴隆家园,2室1厅,90.04,西南,简装,24层,塔楼,475.0,52755,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124472310.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124917458.html
核桃园北里,2室1厅,60.55,南 北,简装,高楼层(共6层),1986年,510.0,84228,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125335955.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124336152.html
石园东区,2室1厅,69.99,南 北,精装,顶层(共6层),1994年,155.0,22147,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124215035.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101124433747.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125722465.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
和悦居10号院,2室1厅,81.76,南 北,精装,低楼层(共14层),板楼,228.0,27887,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125527774.html
恒华安纳湖,2室1厅,88.49,南 北,简装,低楼层(共16层),2011年,165.0,18647,22, 6个月以前发布,https://bj.lianjia.com/ershoufang/101122883299.html
天通苑北二区,2室1厅,113.72,南 北,简装,高楼层(共17层),2004年,389.0,34207,29, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123008378.html
中国铁建原香漫谷二区,3室1厅,92.83,南 北 西,精装,中楼层(共20层),2015年,170.0,18314,8, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125943030.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 26天以前发布,https://bj.lianjia.com/ershoufang/101124041350.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125022003.html
莲花池西路6号院,3室2厅,104.2,东南,精装,中楼层(共20层),塔楼,666.0,63916,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123215925.html
gogo新世代,1室0厅,37.98,西,简装,中楼层(共30层),2005年,189.0,49764,34, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125792381.html
政通路西里,3室1厅,83.23,南 北,简装,中楼层(共6层),板楼,166.0,19945,4, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124118850.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 13天以前发布,https://bj.lianjia.com/ershoufang/101124401494.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101123554692.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125966897.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
北大地四里,2室1厅,52.0,南 北,简装,中楼层(共5层),板楼,228.0,43847,51, 8个月以前发布,https://bj.lianjia.com/ershoufang/101122338120.html
海运仓小区,1室1厅,47.95,南,精装,中楼层(共7层),板楼,515.0,107404,11, 22天以前发布,https://bj.lianjia.com/ershoufang/101124401494.html
玉泉路西街2号院,2室1厅,54.6,东 西,精装,中楼层(共6层),1986年,232.0,42491,47, 3个月以前发布,https://bj.lianjia.com/ershoufang/101121819088.html
金星园,2室1厅,98.66,西南 西,简装,高楼层(共21层),塔楼,1030.0,104399,11, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125964824.html
长馨园,2室1厅,71.71,南 北,简装,中楼层(共15层),2013年,199.0,27751,23, 9个月以前发布,https://bj.lianjia.com/ershoufang/101126079025.html
天堂河北区,2室1厅,70.61,南 北,精装,中楼层(共5层),板楼,176.0,24926,4, 27天以前发布,https://bj.lianjia.com/ershoufang/101126074146.html
金汉绿港四区,3室2厅,168.58,南 北,简装,中楼层(共20层),2010年,510.0,30253,13, 23天以前发布,https://bj.lianjia.com/ershoufang/101125428490.html
米兰花园,2室1厅,97.4,东 西,简装,6层,2004年,260.0,26695,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125154475.html
万科紫苑,3室1厅,156.11,南 北,精装,高楼层(共15层),2009年,1150.0,73667,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101123195969.html
通惠家园,2室1厅,75.65,南,简装,28层,2001年,399.0,52743,23, 18天以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101120871829.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124302258.html
丽水嘉园,3室1厅,157.08,东南 北,简装,中楼层(共29层),2001年,1118.0,71174,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125952627.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
悦君家园,2室1厅,75.18,南 西,精装,16层,板楼,225.0,29929,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122632002.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
期颐百年,3室1厅,66.26,南,精装,顶层(共9层),2010年,290.0,43767,90, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126088575.html
农光里,1室1厅,48.05,南,简装,高楼层(共24层),1996年,269.0,55984,23, 11个月以前发布,https://bj.lianjia.com/ershoufang/101124573368.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
首开熙悦山熹园1号院,2室1厅,88.04,南 北,简装,中楼层(共20层),2013年,279.0,31691,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125786137.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125436117.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124605200.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101126076556.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123841925.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125858441.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125820618.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
悦君家园,2室1厅,75.18,南 西,精装,16层,板楼,225.0,29929,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125154475.html
康泽佳苑北区,2室1厅,78.29,南,简装,高楼层(共30层),2015年,229.0,29251,26, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125890534.html
北京怡园,2室1厅,81.59,南 北,精装,底层(共16层),2016年,310.0,37995,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
慈云寺,2室1厅,59.99,南 北,简装,中楼层(共14层),1983年,267.0,44508,55, 一年前发布,https://bj.lianjia.com/ershoufang/101123892301.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125719338.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125051968.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
高巢,1室0厅,37.17,北,简装,中楼层(共15层),2005年,196.0,52731,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
华严北里小区,1室1厅,44.93,南,简装,顶层(共6层),板楼,248.0,55197,32, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
远洋天地三期,1室1厅,80.81,东,精装,低楼层(共24层),2004年,456.0,56429,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
通惠家园,2室1厅,85.01,东南,精装,22层,塔楼,470.0,55288,41, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124454262.html
龙腾苑二区,3室1厅,117.69,南 北,简装,6层,板楼,636.0,54041,21, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124810368.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101125999662.html
加州水郡三期,1室1厅,53.78,南,简装,高楼层(共14层),2010年,129.0,23987,16, 19天以前发布,https://bj.lianjia.com/ershoufang/101125633106.html
锦绣园,1室1厅,67.17,南,精装,低楼层(共8层),板塔结合,112.0,16675,3, 28天以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
首开熙悦山熹园1号院,2室1厅,88.04,南 北,简装,中楼层(共20层),2013年,279.0,31691,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126088575.html
秀水园,2室1厅,69.53,东南 北,简装,14层,板楼,368.0,52927,102, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126099201.html
开园小区,2室2厅,101.04,北 南,精装,18层,2011年,200.0,19795,0, 30天以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
自由度,2室1厅,92.12,西北,精装,中楼层(共8层),2002年,504.0,54712,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125436117.html
首开缇香郡二期,3室1厅,90.12,南 北,其他,中楼层(共10层),板楼,226.0,25078,1, 16天以前发布,https://bj.lianjia.com/ershoufang/101123798887.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
建新北区,2室1厅,52.53,南,简装,5层,板楼,249.0,47402,0, 14天以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
泰河园一里一区,1室1厅,62.72,南 北,简装,中楼层(共11层),板楼,300.0,47832,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124171403.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124221650.html
天通苑东二区,3室1厅,146.08,西南,简装,高楼层(共7层),2001年,329.0,22522,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
临镜苑,4室2厅,156.91,西南,精装,高楼层(共16层),2008年,497.0,31675,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125217705.html
芳园南里,2室1厅,53.97,南 北,简装,底层(共6层),1986年,259.0,47990,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121096582.html
百荣嘉园,3室1厅,79.86,东南 北,精装,底层(共21层),板塔结合,499.0,62485,16, 15天以前发布,https://bj.lianjia.com/ershoufang/101123195969.html
新明胡同,1室1厅,50.2,南,精装,顶层(共14层),板楼,630.0,125499,12, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
西井小区二区,2室1厅,49.53,南 北,简装,顶层(共5层),1982年,156.0,31497,49, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120871829.html
西钓鱼台嘉园,3室2厅,130.84,南,精装,高楼层(共17层),板塔结合,1599.0,122211,37, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125694921.html
金汉绿港四区,3室2厅,168.58,南 北,简装,中楼层(共20层),2010年,510.0,30253,13, 23天以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101124081069.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101124906544.html
上地南路6号院,2室1厅,87.94,南 北,简装,底层(共7层),1998年,660.0,75052,69, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
汇园公寓,2室2厅,107.92,南 北,精装,低楼层(共15层),1990年,770.0,71350,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123690927.html
北京风景65号院,3室1厅,104.29,南 北,精装,高楼层(共6层),板楼,416.0,39889,6, 11天以前发布,https://bj.lianjia.com/ershoufang/101125347519.html
天赐良园东三期A区,2室1厅,89.8,南 北,简装,顶层(共6层),板楼,308.0,34299,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101119775963.html
悦君家园,2室1厅,75.18,南 西,精装,16层,板楼,225.0,29929,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125154475.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125611247.html
中广宜景湾,2室2厅,106.5,东南,精装,低楼层(共26层),2008年,799.0,75024,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126099201.html
十里堡北里,2室1厅,59.07,西北,简装,中楼层(共21层),1991年,275.0,46555,51, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124277302.html
建新北区,2室1厅,52.53,南,简装,5层,板楼,249.0,47402,0, 14天以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
丽水嘉园,3室1厅,157.08,东南 北,简装,中楼层(共29层),2001年,1118.0,71174,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101121124943.html
米兰花园,2室1厅,97.4,东 西,简装,6层,2004年,260.0,26695,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
万科紫苑,3室1厅,156.11,南 北,精装,高楼层(共15层),2009年,1150.0,73667,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101126263646.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124171403.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125964824.html
临镜苑,4室2厅,156.91,西南,精装,高楼层(共16层),2008年,497.0,31675,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125217705.html
