地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
永乐东区,2室1厅,54.46,东,简装,中楼层(共6层),1980年,206.0,37826,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122879048.html
旭辉御锦,3室2厅,168.51,南 北,毛坯,高楼层(共6层),2014年,560.0,33233,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125506313.html
蓝天花园,2室1厅,90.68,南 北,简装,低楼层(共6层),板楼,125.0,13785,12, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126002675.html
阳光星苑北区,3室1厅,84.54,南,精装,高楼层(共16层),2014年,355.0,41992,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123437907.html
慧忠北里,3室1厅,205.73,东南,精装,中楼层(共24层),塔楼,1098.0,53371,67, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122635525.html
宜兰园三区,1室1厅,68.94,南 北,简装,中楼层(共15层),2011年,263.0,38150,24, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123187010.html
东滨河路2号院,2室1厅,83.24,南 北,简装,低楼层(共16层),1997年,485.0,58266,15, 21天以前发布,https://bj.lianjia.com/ershoufang/101125993607.html
宣武门西大街南区,2室1厅,50.65,南,精装,底层(共12层),板楼,466.0,92004,31, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125158035.html
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125039549.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123931333.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123909355.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124167802.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
京艺天朗雅园,2室1厅,89.3,南 北,精装,中楼层(共6层),板楼,355.0,39754,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101124801623.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125998141.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101124808740.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
核桃园北里,2室1厅,60.55,南 北,简装,高楼层(共6层),1986年,510.0,84228,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125858989.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123215925.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125302343.html
石园东区,2室1厅,69.99,南 北,精装,顶层(共6层),1994年,155.0,22147,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123836774.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
海户西里31号院,2室1厅,52.57,南 北,精装,中楼层(共6层),板楼,249.0,47366,37, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124808740.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101120723882.html
京城雅居,5室1厅,207.34,南 北,精装,中楼层(共5层),板楼,750.0,36173,51, 一年前发布,https://bj.lianjia.com/ershoufang/101122883299.html
gogo新世代,1室0厅,37.98,西,简装,中楼层(共30层),2005年,189.0,49764,34, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
恒华安纳湖,2室1厅,88.49,南 北,简装,低楼层(共16层),2011年,165.0,18647,22, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
莲花池西路6号院,3室2厅,104.2,东南,精装,中楼层(共20层),塔楼,666.0,63916,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124215035.html
天时名苑,3室2厅,155.68,南 西南,简装,中楼层(共20层),板塔结合,680.0,43680,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 13天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125840503.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
温馨家园,2室1厅,68.8,南 北,简装,中楼层(共7层),板楼,1086.0,157849,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123782440.html
三家店新建路,2室1厅,65.85,南 北,简装,底层(共6层),板楼,119.0,18072,15, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125966897.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
和悦居10号院,2室1厅,81.76,南 北,精装,低楼层(共14层),板楼,228.0,27887,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
中粮天恒天悦壹号,4室1厅,136.69,南 北,毛坯,中楼层(共14层),板楼,999.0,73086,49, 11个月以前发布,https://bj.lianjia.com/ershoufang/101123221922.html
恒华安纳湖,2室1厅,88.49,南 北,简装,低楼层(共16层),2011年,165.0,18647,22, 6个月以前发布,https://bj.lianjia.com/ershoufang/101122883299.html
天通苑北二区,2室1厅,113.72,南 北,简装,高楼层(共17层),2004年,389.0,34207,29, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123008378.html
中国铁建原香漫谷二区,3室1厅,92.83,南 北 西,精装,中楼层(共20层),2015年,170.0,18314,8, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125943030.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 26天以前发布,https://bj.lianjia.com/ershoufang/101124041350.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125022003.html
莲花池西路6号院,3室2厅,104.2,东南,精装,中楼层(共20层),塔楼,666.0,63916,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123894567.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123215925.html
gogo新世代,1室0厅,37.98,西,简装,中楼层(共30层),2005年,189.0,49764,34, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125792381.html
政通路西里,3室1厅,83.23,南 北,简装,中楼层(共6层),板楼,166.0,19945,4, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124118850.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 13天以前发布,https://bj.lianjia.com/ershoufang/101124401494.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101123554692.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125966897.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122741190.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
华威西里,1室1厅,52.28,南,简装,顶层(共6层),板楼,215.0,41125,31, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
首开香溪郡,3室3厅,161.84,南 北,精装,底层(共8层),2016年,459.0,28362,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123675284.html
望都家园,2室2厅,123.48,南 北,精装,7层,板楼,319.0,25835,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
南平里,2室1厅,59.8,南 北,精装,顶层(共6层),板楼,140.0,23412,5, 8天以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
美立方,3室1厅,128.79,东 北 南,精装,低楼层(共17层),板楼,791.0,61418,56, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124081018.html
南庭新苑南区,2室1厅,58.86,南,简装,顶层(共15层),2010年,241.0,40945,13, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125206465.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126264276.html
永居胡同,4室1厅,89.38,东 南 西,精装,顶层(共6层),1985年,568.0,63549,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124650740.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101125911159.html
名苑雅居,2室2厅,81.51,南,精装,中楼层(共14层),2005年,688.0,84407,28, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
政馨园二区,1室1厅,61.0,南,简装,中楼层(共19层),2004年,268.0,43935,11, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125876555.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101125912742.html
和平街十一区,2室1厅,63.17,东 西 北,精装,5层,1958年,465.0,73611,12, 10天以前发布,https://bj.lianjia.com/ershoufang/101126111837.html
双林苑,2室1厅,93.62,南 北,简装,中楼层(共6层),2009年,413.0,44115,43, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
葡东小区,2室1厅,68.75,南 北,精装,中楼层(共6层),板楼,199.0,28946,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125286548.html
东斜街小区,2室1厅,61.71,南 北,其他,中楼层(共5层),塔楼,108.0,17502,2, 31天以前发布,https://bj.lianjia.com/ershoufang/101126117566.html
北京新天地三期,1室1厅,68.86,东北,简装,低楼层(共28层),2009年,290.0,42115,13, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124964955.html
懿品阁,2室1厅,69.78,东,精装,中楼层(共18层),塔楼,490.0,70221,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
惠泽家园,2室1厅,84.54,南 北,简装,中楼层(共6层),板楼,198.0,23421,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
芍药居5号院,3室1厅,74.78,南 北,精装,顶层(共5层),板楼,535.0,71544,34, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125110843.html
复兴路30号院,3室1厅,65.2,东 南,其他,高楼层(共16层),板塔结合,505.0,77454,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125295730.html
远洋天地三期,1室1厅,80.81,东,精装,低楼层(共24层),2004年,456.0,56429,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125719338.html
北京怡园,2室1厅,81.59,南 北,精装,底层(共16层),2016年,310.0,37995,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101125277765.html
甘家口小区,1室1厅,45.5,东南,精装,高楼层(共9层),1996年,369.0,81099,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122971758.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125636925.html
首创紫悦台,2室1厅,75.15,南 北,精装,低楼层(共24层),2017年,218.0,29009,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124454262.html
观林园,3室1厅,141.32,南 北,精装,高楼层(共6层),2011年,1280.0,90575,34, 一年前发布,https://bj.lianjia.com/ershoufang/101123103452.html
龙华园,2室1厅,71.91,南 北,精装,6层,板楼,325.0,45196,87, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126107936.html
芳星园三区,1室1厅,66.62,东南,简装,低楼层(共9层),2000年,269.0,40379,61, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
大方居,2室2厅,89.25,西,精装,高楼层(共22层),板塔结合,265.0,29692,40, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125858441.html
右外东庄,2室1厅,74.1,南,简装,16层,塔楼,368.0,49663,19, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101125683470.html
达富苑,2室2厅,103.31,南 北,简装,中楼层(共7层),板楼,345.0,33395,38, 8个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
北京风景65号院,3室1厅,104.29,南 北,精装,高楼层(共6层),板楼,416.0,39889,6, 11天以前发布,https://bj.lianjia.com/ershoufang/101125939764.html
北京新天地一期,2室1厅,96.21,南,精装,高楼层(共28层),板塔结合,495.0,51450,2, 16天以前发布,https://bj.lianjia.com/ershoufang/101123291105.html
锦绣园,1室1厅,67.17,南,精装,低楼层(共8层),板塔结合,112.0,16675,3, 28天以前发布,https://bj.lianjia.com/ershoufang/101124389995.html
世界名园北区,3室2厅,140.01,南 北,精装,中楼层(共10层),2011年,177.0,12642,5, 30天以前发布,https://bj.lianjia.com/ershoufang/101125750040.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
观林园,3室1厅,141.32,南 北,精装,高楼层(共6层),2011年,1280.0,90575,34, 一年前发布,https://bj.lianjia.com/ershoufang/101123103452.html
南海雅苑南区,2室1厅,75.88,东,精装,高楼层(共16层),2015年,205.0,27017,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
芳星园三区,1室1厅,66.62,东南,简装,低楼层(共9层),2000年,269.0,40379,61, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
大方居,2室2厅,89.25,西,精装,高楼层(共22层),板塔结合,265.0,29692,40, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124417534.html
右外东庄,2室1厅,74.1,南,简装,16层,塔楼,368.0,49663,19, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
城建上河湾北区,3室1厅,82.89,南 北,精装,中楼层(共14层),板塔结合,152.0,18338,2, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
三不老胡同,1室0厅,13.79,东,简装,底层(共1层),暂无数据,238.0,172589,8, 19天以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
芳群公寓,3室1厅,148.01,南,简装,低楼层(共31层),2000年,698.0,47159,36, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101120755938.html
泰河园一里一区,1室1厅,62.72,南 北,简装,中楼层(共11层),板楼,300.0,47832,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125899492.html
长馨园,2室1厅,71.71,南 北,简装,中楼层(共15层),2013年,199.0,27751,23, 9个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124389995.html
中体奥林匹克花园三期,5室2厅,251.25,南 北,毛坯,3层,2009年,650.0,25871,59, 一年前发布,https://bj.lianjia.com/ershoufang/101119775963.html
双桥六号井,2室1厅,59.59,南 北,精装,高楼层(共6层),板楼,190.0,31885,52, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124221650.html
玉海园二里,3室1厅,106.1,南 北,简装,底层(共6层),板楼,735.0,69275,75, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126089510.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122563716.html
天通苑北三区,4室2厅,168.37,南 北,简装,高楼层(共7层),板楼,428.0,25421,11, 15天以前发布,https://bj.lianjia.com/ershoufang/101124956436.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101126069480.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124457341.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125314080.html
中塔园,2室1厅,56.86,东 西,简装,顶层(共6层),板楼,403.0,70876,57, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124840141.html
阳光花园,1室1厅,54.54,西南,精装,16层,2010年,420.0,77008,15, 16天以前发布,https://bj.lianjia.com/ershoufang/101121819088.html
来北家园,1室1厅,54.1,南,简装,中楼层(共16层),2021年,248.0,45842,4, 11天以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
南湖东园二区,1室1厅,58.71,南 北,简装,顶层(共6层),板楼,285.0,48544,30, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123841925.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120871829.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126089510.html
天通苑北三区,4室2厅,168.37,南 北,简装,高楼层(共7层),板楼,428.0,25421,11, 15天以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124386374.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122967471.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120723537.html
澜西园四区,2室1厅,83.55,南 北,简装,低楼层(共11层),2013年,209.0,25015,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
芍药居5号院,3室1厅,74.78,南 北,精装,顶层(共5层),板楼,535.0,71544,34, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125314080.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126126070.html
中海枫涟山庄,3室2厅,122.18,南 北,简装,中楼层(共6层),板楼,1120.0,91669,48, 10个月以前发布,https://bj.lianjia.com/ershoufang/101126162909.html
