地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
车公庄北里,2室1厅,61.09,北 南,简装,地下室(共6层),1995年,399.0,65314,43, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125555963.html
北京城建上悦居东区,2室1厅,76.79,南,精装,低楼层(共21层),2018年,270.0,35161,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125364990.html
京艺天朗,2室1厅,59.47,东 北,精装,高楼层(共12层),2004年,228.0,38339,7, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124534228.html
亮甲店小区,2室1厅,58.5,南 北,简装,顶层(共7层),1998年,378.0,64616,20, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122406622.html
永乐东区,2室1厅,54.46,东,简装,中楼层(共6层),1980年,206.0,37826,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122879048.html
旭辉御锦,3室2厅,168.51,南 北,毛坯,高楼层(共6层),2014年,560.0,33233,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125506313.html
蓝天花园,2室1厅,90.68,南 北,简装,低楼层(共6层),板楼,125.0,13785,12, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126002675.html
阳光星苑北区,3室1厅,84.54,南,精装,高楼层(共16层),2014年,355.0,41992,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123437907.html
慧忠北里,3室1厅,205.73,东南,精装,中楼层(共24层),塔楼,1098.0,53371,67, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122635525.html
宜兰园三区,1室1厅,68.94,南 北,简装,中楼层(共15层),2011年,263.0,38150,24, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123187010.html
宣武门西大街南区,2室1厅,50.65,南,精装,底层(共12层),板楼,466.0,92004,31, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124669307.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123279056.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123319983.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124167802.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124780754.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101125033530.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123371950.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125917637.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124498896.html
京艺天朗雅园,2室1厅,89.3,南 北,精装,中楼层(共6层),板楼,355.0,39754,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123631719.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
西罗园四区,1室1厅,40.95,南,精装,高楼层(共6层),板楼,186.0,45422,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122237051.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
核桃园北里,2室1厅,60.55,南 北,简装,高楼层(共6层),1986年,510.0,84228,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125858989.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123215925.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125302343.html
石园东区,2室1厅,69.99,南 北,精装,顶层(共6层),1994年,155.0,22147,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123836774.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
周庄子家园,2室1厅,79.17,南,精装,中楼层(共28层),板楼,540.0,68208,38, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
兴隆家园,2室1厅,90.04,西南,简装,24层,塔楼,475.0,52755,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124472310.html
核桃园北里,2室1厅,60.55,南 北,简装,高楼层(共6层),1986年,510.0,84228,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101124917458.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125335955.html
石园东区,2室1厅,69.99,南 北,精装,顶层(共6层),1994年,155.0,22147,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124336152.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125934419.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101125921798.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123881218.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101126087422.html
和悦居10号院,2室1厅,81.76,南 北,精装,低楼层(共14层),板楼,228.0,27887,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
中粮天恒天悦壹号,4室1厅,136.69,南 北,毛坯,中楼层(共14层),板楼,999.0,73086,49, 11个月以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
西宏苑,1室1厅,58.04,西北,简装,低楼层(共11层),板塔结合,173.0,29808,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
石佛营西里小区,2室1厅,75.8,南 北,简装,15层,板楼,345.0,45515,19, 6天以前发布,https://bj.lianjia.com/ershoufang/101126251921.html
地震局宿舍,1室1厅,46.66,南,简装,高楼层(共6层),1994年,179.0,38363,45, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122254163.html
西便门内大街79号院,2室1厅,52.59,东南,精装,底层(共4层),板楼,466.0,88611,10, 8个月以前发布,https://bj.lianjia.com/ershoufang/101126013064.html
云景里,3室1厅,110.35,南 北,简装,高楼层(共6层),1995年,289.0,26190,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124884836.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101122338120.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101125110685.html
安华里社区,1室1厅,42.83,南,简装,顶层(共6层),板楼,228.0,53234,39, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126105884.html
首创新悦都二区,3室1厅,88.52,东 南 北,精装,中楼层(共17层),2014年,320.0,36151,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126214107.html
北大地四里,2室1厅,52.0,南 北,简装,中楼层(共5层),板楼,228.0,43847,51, 8个月以前发布,https://bj.lianjia.com/ershoufang/101124830696.html
松榆里,1室1厅,53.85,南 北,简装,顶层(共7层),1991年,215.0,39926,3, 14天以前发布,https://bj.lianjia.com/ershoufang/101125978573.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123937401.html
玉泉路西街2号院,2室1厅,54.6,东 西,精装,中楼层(共6层),1986年,232.0,42491,47, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123512784.html
曙光里,1室1厅,44.29,东南,简装,低楼层(共18层),1992年,236.0,53286,18, 15天以前发布,https://bj.lianjia.com/ershoufang/101125379441.html
鲁能7号院溪园,2室1厅,85.91,南,精装,低楼层(共14层),板楼,229.0,26656,6, 8天以前发布,https://bj.lianjia.com/ershoufang/101122237051.html
甜水园东里,1室1厅,41.06,南 北,简装,高楼层(共6层),板楼,222.0,54068,10, 8天以前发布,https://bj.lianjia.com/ershoufang/101124512916.html
南平里,2室1厅,59.8,南 北,精装,顶层(共6层),板楼,140.0,23412,5, 8天以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
美立方,3室1厅,128.79,东 北 南,精装,低楼层(共17层),板楼,791.0,61418,56, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
南庭新苑南区,2室1厅,58.86,南,简装,顶层(共15层),2010年,241.0,40945,13, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124081018.html
永居胡同,4室1厅,89.38,东 南 西,精装,顶层(共6层),1985年,568.0,63549,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125206465.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101126264276.html
名苑雅居,2室2厅,81.51,南,精装,中楼层(共14层),2005年,688.0,84407,28, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124650740.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125911159.html
政馨园二区,1室1厅,61.0,南,简装,中楼层(共19层),2004年,268.0,43935,11, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101125876555.html
瑞丽江畔,2室1厅,71.53,西,精装,21层,2005年,429.0,59975,12, 30天以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
汉华苑,3室1厅,117.54,东南,简装,高楼层(共22层),1999年,620.0,52749,5, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125912742.html
棕榈泉国际公寓,3室2厅,179.58,南 西,精装,中楼层(共30层),2004年,1660.0,92438,58, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126111837.html
科委宿舍,2室1厅,49.9,南 北,精装,中楼层(共14层),1985年,500.0,100201,8, 26天以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124786625.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101123178235.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101124128440.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
广安门内大街,2室1厅,57.82,南 北,精装,中楼层(共6层),1980年,509.0,88032,49, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122808783.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125890534.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123978926.html
甘家口小区,1室1厅,45.5,东南,精装,高楼层(共9层),1996年,369.0,81099,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
靛厂锦园,2室1厅,86.67,南 北,精装,低楼层(共9层),板楼,399.0,46037,44, 6个月以前发布,https://bj.lianjia.com/ershoufang/101122827115.html
天伦锦城,1室2厅,57.91,南 北,精装,低楼层(共10层),2006年,225.0,38854,21, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124512916.html
首开香溪郡,3室3厅,161.84,南 北,精装,底层(共8层),2016年,459.0,28362,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124102375.html
华威西里,1室1厅,52.28,南,简装,顶层(共6层),板楼,215.0,41125,31, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123675284.html
劲松九区,1室1厅,44.32,南,精装,中楼层(共16层),1986年,216.0,48737,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125202073.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121124943.html
望都家园,2室2厅,123.48,南 北,精装,7层,板楼,319.0,25835,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126263646.html
三里屯北小街,2室1厅,62.56,南,简装,顶层(共18层),1985年,468.0,74809,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124190926.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123525762.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121620329.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125648218.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101125636925.html
期颐百年,3室1厅,66.26,南,精装,顶层(共9层),2010年,290.0,43767,90, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120129017.html
北京新天地一期,2室1厅,96.21,南,精装,高楼层(共28层),板塔结合,495.0,51450,2, 16天以前发布,https://bj.lianjia.com/ershoufang/101125803028.html
建欣苑四里,2室1厅,65.91,南 北,精装,低楼层(共6层),板楼,345.0,52345,2, 17天以前发布,https://bj.lianjia.com/ershoufang/101124171403.html
望馨花园,4室2厅,203.56,南 北,精装,顶层(共5层),板楼,1125.0,55267,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124892739.html
山水文园三期,2室2厅,120.55,南 北,精装,8层,板楼,999.0,82871,26, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125611247.html
科技大学家属院(海淀),2室1厅,51.7,南,简装,中楼层(共5层),板楼,448.0,86654,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126044008.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124277302.html
中广宜景湾,2室2厅,106.5,东南,精装,低楼层(共26层),2008年,799.0,75024,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125786137.html
丽水嘉园,3室1厅,157.08,东南 北,简装,中楼层(共29层),2001年,1118.0,71174,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123798887.html
通惠家园,2室1厅,75.65,南,简装,28层,2001年,399.0,52743,23, 18天以前发布,https://bj.lianjia.com/ershoufang/101125845290.html
万泉寺南里,1室1厅,52.87,南 北,其他,中楼层(共4层),板楼,236.0,44638,8, 23天以前发布,https://bj.lianjia.com/ershoufang/101124573368.html
米兰花园,2室1厅,97.4,东 西,简装,6层,2004年,260.0,26695,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123237246.html
万科紫苑,3室1厅,156.11,南 北,精装,高楼层(共15层),2009年,1150.0,73667,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101122632002.html
汤HOUSE,5室3厅,232.26,南 北,其他,3层,板楼,680.0,29278,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122923132.html
新纪家园,2室1厅,82.1,东南,精装,中楼层(共28层),2003年,650.0,79172,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124302258.html
将府锦苑,1室1厅,51.01,南,精装,中楼层(共28层),板楼,249.0,48814,14, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126086815.html
金家村1号院,2室1厅,56.04,南 北,精装,低楼层(共6层),板楼,299.0,53355,24, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124906544.html
领秀慧谷D2区,2室2厅,98.52,东 南 北,简装,低楼层(共13层),板楼,595.0,60394,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101123690927.html
双桥六号井,2室1厅,59.59,南 北,精装,高楼层(共6层),板楼,190.0,31885,52, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123390851.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124748544.html
京投银泰万科西华府,3室2厅,138.95,南 北,精装,低楼层(共20层),板楼,860.0,61893,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125749797.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123427396.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126117653.html
北京新天地三期,1室1厅,68.86,东北,简装,低楼层(共28层),2009年,290.0,42115,13, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124419785.html
东斜街小区,2室1厅,61.71,南 北,其他,中楼层(共5层),塔楼,108.0,17502,2, 31天以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
安慧里一区,2室1厅,79.03,南 北 西,精装,低楼层(共18层),1991年,505.0,63900,99, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125803028.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
永翌公馆,1室1厅,71.06,西,精装,高楼层(共25层),2011年,460.0,64735,14, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
管庄西里,2室1厅,64.95,南 北,精装,中楼层(共6层),板楼,315.0,48499,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
芳群公寓,3室1厅,148.01,南,简装,低楼层(共31层),2000年,698.0,47159,36, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
海淀路小区,2室1厅,43.9,东,精装,5层,板楼,380.0,86561,37, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125939764.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120755938.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125820618.html
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124417534.html
融泽嘉园西二路2号院,2室1厅,87.13,南 北,精装,34层,2016年,485.0,55664,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
农光里,1室1厅,48.05,南,简装,高楼层(共24层),1996年,269.0,55984,23, 11个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
